MsgLocalTrackUpdate,2212.434326171875,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_16,blue,,blue,21.74568814743629,126.75832328021515,9000.000000089407,,,,,,,,,
MsgLocalTrackUpdate,2212.43896484375,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_15,blue,,blue,20.77104824801917,126.15197264277545,9000.0000000745058,,,,,,,,,
MsgLocalTrackUpdate,2212.443603515625,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_10,blue,,blue,23.082942665900756,127.12840609619572,9000.0000001089647,,,,,,,,,
MsgLocalTrackUpdate,2212.448486328125,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_9,blue,,blue,22.785976199237211,126.92675158031538,9000.0000001033768,,,,,,,,,
MsgLocalTrackUpdate,2212.453125,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_6,blue,,blue,21.794735249190961,126.42978296122601,9000.0000000884756,,,,,,,,,
MsgLocalTrackUpdate,2212.457763671875,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_4,blue,,blue,20.269745449853541,125.57976563331259,9000.0000000689179,,,,,,,,,
MsgLocalTrackUpdate,2212.462646484375,kj500,red,20.771234398810741,126.16854559951989,8000.0,xq-58a_2,blue,,blue,19.434958524514567,125.465004201198,9000.0000000586733,,,,,,,,,
MsgLocalTrackUpdate,2212.471923828125,kj500,red,20.771234398810741,126.16854559951989,8000.0,f-35c_1,blue,,blue,18.859950536165641,125.96251531342638,10000.000000066124,,,,,,,,,
MsgLocalTrackUpdate,2212.519287109375,kj500,red,20.771291027511758,126.16845430100432,8000.0,f-35c_2,blue,,blue,18.482833205290056,125.76869439912093,10000.000000062399,,,,,,,,,
MsgLocalTrackUpdate,2212.5224609375,054A_1,red,21.230644444444444,124.82280555555555,0.0,f-35c_4_LRSAM_1,blue,,blue,20.390095786480128,125.0432948130957,2999.9181243078783,95916.985613557525,2.8990949618457496,0.023520416337859638,,,,,,
MsgLocalTrackUpdate,2212.52392578125,kj500,red,20.771291027511758,126.16845430100432,8000.0,f-35c_3,blue,,blue,19.346602539366504,126.50625700150891,10000.000000072643,,,,,,,,,
MsgLocalTrackUpdate,2212.528564453125,kj500,red,20.771291027511758,126.16845430100432,8000.0,f-35c_5,blue,,blue,19.452376874664502,127.02050647693731,10000.000000073574,,,,,,,,,
MsgLocalTrackUpdate,2212.533447265625,kj500,red,20.771291027511758,126.16845430100432,8000.0,f-35c_6,blue,,blue,21.495811813796902,127.89590273209144,10000.000000106171,,,,,,,,,
MsgLocalTrackUpdate,2212.5380859375,kj500,red,20.771349086178862,126.16836069690211,8000.0,f-35c_7,blue,,blue,21.02935268147376,127.99529149193688,10000.000000096858,,,,,,,,,
MsgLocalTrackUpdate,2212.542724609375,kj500,red,20.771349086178862,126.16836069690211,8000.0,f-35c_8,blue,,blue,22.17800423579294,128.45392343780244,10000.000000117347,,,,,,,,,
MsgLocalTrackUpdate,2212.54736328125,kj500,red,20.771349086178862,126.16836069690211,8000.0,f-35c_9,blue,,blue,20.531538209965923,127.65906859230748,10000.00000009127,,,,,,,,,
MsgLocalTrackUpdate,2212.556884765625,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_1,blue,,blue,19.030806648426399,125.3043368262515,9000.000000054948,,,,,,,,,
MsgLocalTrackUpdate,2212.5615234375,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_3,blue,,blue,19.885340958647937,125.54730110957151,9000.0000000642613,,,,,,,,,
MsgLocalTrackUpdate,2212.56640625,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_5,blue,,blue,20.653407462358711,125.82086920754513,9000.0000000735745,,,,,,,,,
MsgLocalTrackUpdate,2212.571044921875,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_7,blue,,blue,22.133517571328973,126.53954701504288,9000.0000000940636,,,,,,,,,
MsgLocalTrackUpdate,2212.57568359375,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_8,blue,,blue,22.453112693341549,126.75271223626879,9000.0000000996515,,,,,,,,,
MsgLocalTrackUpdate,2212.58056640625,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_11,blue,,blue,19.097340613595442,125.75857811873496,9000.0000000558794,,,,,,,,,
MsgLocalTrackUpdate,2212.585205078125,kj500,red,20.771349086178862,126.16836069690211,8000.0,xq-58a_12,blue,,blue,19.423060003057905,125.73989829629619,9000.0000000586733,,,,,,,,,
MsgLocalTrackUpdate,2212.58984375,kj500,red,20.771406429787966,126.16826824548916,8000.0,xq-58a_13,blue,,blue,19.984970851927564,126.05270456211157,9000.0000000661239,,,,,,,,,
MsgLocalTrackUpdate,2212.5947265625,kj500,red,20.771406429787966,126.16826824548916,8000.0,xq-58a_14,blue,,blue,20.422053431408063,126.10026395114538,9000.0000000707805,,,,,,,,,
MsgLocalTrackUpdate,2212.599365234375,kj500,red,20.771406429787966,126.16826824548916,8000.0,xq-58a_17,blue,,blue,22.079714545488894,126.90520362785685,9000.0000000931323,,,,,,,,,
MsgLocalTrackUpdate,2212.6181640625,kj500,red,20.771406429787966,126.16826824548916,8000.0,f-35c_8_LRSAM_1,blue,,blue,21.767165346357114,125.11004251571978,3000.0027539683506,,,,,,,,,
MsgLocalTrackUpdate,2212.623046875,kj500,red,20.771406429787966,126.16826824548916,8000.0,f-35c_8_LRSAM_3,blue,,blue,21.76242077199425,125.12445749461887,3000.0061430111527,,,,,,,,,
MsgLocalTrackUpdate,2212.9814453125,kj500,red,20.771806785298001,126.16762277387089,8000.0,f-35c_4_LRSAM_2,blue,,blue,20.392018780129199,125.05303185814158,2999.9935478689149,,,,,,,,,
MsgLocalTrackUpdate,2212.986083984375,kj500,red,20.771806785298001,126.16762277387089,8000.0,f-35c_4_LRSAM_3,blue,,blue,20.389593535267352,125.06353407114578,2999.9853826547042,,,,,,,,,
MsgLocalTrackUpdate,2212.990966796875,kj500,red,20.771806785298001,126.16762277387089,8000.0,f-35c_4_LRSAM_4,blue,,blue,20.38357196206648,125.0745969921098,2999.9853826537728,,,,,,,,,
MsgLocalTrackUpdate,2212.99560546875,kj500,red,20.771806785298001,126.16762277387089,8000.0,f-35c_10_LRSAM_2,blue,,blue,21.887395417517617,125.9846896064995,2999.9831901742145,,,,,,,,,
MsgLocalTrackUpdate,2213.000244140625,kj500,red,20.771806785298001,126.16762277387089,8000.0,f-35c_10_LRSAM_3,blue,,blue,21.884877172120454,125.99504297416924,3000.0045633902773,,,,,,,,,
