LOCAL_TRACK_UPDATED,1191.48,kj500,red,20.7615,126.184,8000,f-35c_9_LRSAM_6,blue,SSM203,blue,20.681,127.398,3733.05,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.5,kj500,red,20.7615,126.184,8000,f-35c_9_LRSAM_3,blue,SSM203,blue,20.6599,127.355,3608.34,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.51,kj500,red,20.7615,126.184,8000,f-35c_9_LRSAM_2,blue,SSM203,blue,20.6392,127.335,3576.94,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.52,kj500,red,20.7615,126.184,8000,f-35c_9_LRSAM_1,blue,SSM203,blue,20.6173,127.319,3551.18,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.54,kj500,red,20.7615,126.184,8000,f-35c_7_LRSAM_5,blue,SSM203,blue,21.135,127.439,3500,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.55,kj500,red,20.7615,126.184,8000,f-35c_7_LRSAM_1,blue,SSM203,blue,21.2121,127.416,3500,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.62,kj500,red,20.7616,126.184,8000,xq-58a_17,blue,XQ-58A,blue,20.8837,129.011,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.63,kj500,red,20.7616,126.184,8000,xq-58a_14,blue,XQ-58A,blue,18.9305,127.856,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.67,kj500,red,20.7617,126.184,8000,xq-58a_7,blue,XQ-58A,blue,20.9105,128.627,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.69,kj500,red,20.7617,126.184,8000,xq-58a_4,blue,XQ-58A,blue,18.8077,127.399,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.71,kj500,red,20.7617,126.184,8000,f-35c_6,blue,F-35C,blue,21.5744,127.82,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.74,kj500,red,20.7617,126.184,8000,f-35c_3,blue,F-35C,blue,19.2683,126.533,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.75,kj500,red,20.7618,126.184,8000,f-35c_2,blue,F-35C,blue,18.2941,125.932,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.89,kj500,red,20.7619,126.184,8000,f-35c_1,blue,F-35C,blue,18.9286,126.149,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.9,kj500,red,20.7619,126.184,8000,f-35c_5,blue,F-35C,blue,19.5282,126.979,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.92,kj500,red,20.7619,126.184,8000,f-35c_7,blue,F-35C,blue,21.0969,127.921,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.93,kj500,red,20.7619,126.184,8000,f-35c_8,blue,F-35C,blue,22.254,128.338,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.94,kj500,red,20.762,126.183,8000,f-35c_9,blue,F-35C,blue,20.546,127.683,10000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1191.98,kj500,red,20.762,126.183,8000,xq-58a_3,blue,XQ-58A,blue,18.2424,127.086,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192,kj500,red,20.762,126.183,8000,xq-58a_5,blue,XQ-58A,blue,19.346,127.805,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.01,kj500,red,20.762,126.183,8000,xq-58a_6,blue,XQ-58A,blue,20.4623,128.433,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.02,kj500,red,20.7621,126.183,8000,xq-58a_8,blue,XQ-58A,blue,21.3397,128.914,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.08,kj500,red,20.7621,126.183,8000,xq-58a_15,blue,XQ-58A,blue,19.5024,128.17,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.09,kj500,red,20.7621,126.183,8000,xq-58a_16,blue,XQ-58A,blue,20.4629,128.798,9000,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.16,kj500,red,20.7622,126.183,8000,f-35c_7_LRSAM_2,blue,SSM203,blue,21.1818,127.416,3500,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.17,kj500,red,20.7622,126.183,8000,f-35c_7_LRSAM_3,blue,SSM203,blue,21.1625,127.421,3499.99,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.19,kj500,red,20.7622,126.183,8000,f-35c_7_LRSAM_4,blue,SSM203,blue,21.1493,127.427,3499.99,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.2,kj500,red,20.7622,126.183,8000,f-35c_7_LRSAM_6,blue,SSM203,blue,21.1222,127.447,3499.98,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.21,kj500,red,20.7623,126.183,8000,f-35c_9_LRSAM_4,blue,SSM203,blue,20.6723,127.367,3618.71,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.23,kj500,red,20.7623,126.183,8000,f-35c_9_LRSAM_5,blue,SSM203,blue,20.679,127.381,3656.26,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.24,kj500,red,20.7623,126.183,8000,f-35c_6_LRSAM_1,blue,SSM203,blue,21.546,127.509,3799.11,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.25,kj500,red,20.7623,126.183,8000,f-35c_6_LRSAM_3,blue,SSM203,blue,21.5834,127.528,3920.55,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.27,kj500,red,20.7623,126.183,8000,f-35c_6_LRSAM_4,blue,SSM203,blue,21.5949,127.539,3988.78,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.28,kj500,red,20.7623,126.183,8000,f-35c_3_LRSAM_1,blue,SSM203,blue,19.3667,126.349,4038.26,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.29,kj500,red,20.7623,126.183,8000,f-35c_3_LRSAM_2,blue,SSM203,blue,19.3844,126.37,4111.21,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.31,kj500,red,20.7624,126.183,8000,f-35c_3_LRSAM_5,blue,SSM203,blue,19.4102,126.427,4365.14,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.32,kj500,red,20.7624,126.183,8000,f-35c_5_LRSAM_1,blue,SSM203,blue,19.6713,126.873,5399.99,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.34,kj500,red,20.7624,126.183,8000,f-35c_5_LRSAM_3,blue,SSM203,blue,19.6345,126.865,5689.07,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.35,kj500,red,20.7624,126.183,8000,f-35c_5_LRSAM_6,blue,SSM203,blue,19.5842,126.875,6160.08,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.36,kj500,red,20.7624,126.183,8000,f-35c_5_LRSAM_5,blue,SSM203,blue,19.6021,126.87,5996.14,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.38,kj500,red,20.7624,126.183,8000,f-35c_5_LRSAM_4,blue,SSM203,blue,19.6193,126.867,5837.14,0,0,0,0,0,0
LOCAL_TRACK_UPDATED,1192.39,kj500,red,20.7625,126.183,8000,f-35c_5_LRSAM_2,blue,SSM203,blue,19.6484,126.865,5532.99,0,0,0,0,0,0
